NAME,SURNAME,EMAIL_ID,MARKS,PREF1,PREF2,PREF3,ALLOTMENT,PSWD
Carmen,Martin,carmen.martin@gmail.com,66,0,1,3,Electronics,clg
Lawrence,Guernsey,lawrence.guernsey@gmail.com,191,0,1,3,--,clg
Denise,Palumbo,denise.palumbo@gmail.com,162,0,1,3,--,clg
Augustine,Thomas,augustine.thomas@gmail.com,115,0,1,3,Electronics,clg
Dorothy,Williams,dorothy.williams@gmail.com,138,0,1,3,IT,clg
Rufus,Malson,rufus.malson@gmail.com,105,0,1,3,Electronics,clg
James,Davis,james.davis@gmail.com,135,0,1,3,--,clg
Gloria,Mcmullin,gloria.mcmullin@gmail.com,167,0,1,3,--,clg
Daniel,Mini,daniel.mini@gmail.com,136,0,1,3,IT,clg
Theresa,Suzuki,theresa.suzuki@gmail.com,189,0,1,3,Computer,clg
Gladys,Kraft,gladys.kraft@gmail.com,170,0,1,3,Computer,clg
Alberta,Montemayor,alberta.montemayor@gmail.com,192,0,1,3,Computer,clg
Kristy,Placido,kristy.placido@gmail.com,128,0,1,3,IT,clg
Patrick,Carroll,patrick.carroll@gmail.com,106,0,1,3,--,clg
Donna,Schrock,donna.schrock@gmail.com,72,0,1,3,--,clg
Shelly,Baker,shelly.baker@gmail.com,99,0,1,2,Mechanical,clg
Miriam,Davis,miriam.davis@gmail.com,160,0,1,2,--,clg
George,Salsbury,george.salsbury@gmail.com,114,0,1,2,--,clg
Stephanie,Massiah,stephanie.massiah@gmail.com,61,0,1,2,Computer,clg
Rachel,Wasmer,rachel.wasmer@gmail.com,129,0,1,2,--,clg
Carl,Gleeson,carl.gleeson@gmail.com,80,0,1,2,Mechanical,clg
Dollie,Rowan,dollie.rowan@gmail.com,131,0,1,2,IT,clg
Gary,Combs,gary.combs@gmail.com,177,0,1,2,--,clg
Darla,Odum,darla.odum@gmail.com,108,0,1,2,Mechanical,clg
Gary,Hawk,gary.hawk@gmail.com,190,0,1,2,--,clg
Irene,Chapman,irene.chapman@gmail.com,187,0,1,2,--,clg
Sarah,Larson,sarah.larson@gmail.com,91,0,1,2,--,clg
Sherman,Bratton,sherman.bratton@gmail.com,87,0,1,2,Mechanical,clg
Donald,Sparks,donald.sparks@gmail.com,153,0,1,2,--,clg
Minnie,Kasten,minnie.kasten@gmail.com,110,0,1,2,Mechanical,clg
Irma,Audia,irma.audia@gmail.com,181,0,1,2,Computer,clg
Selma,Segraves,selma.segraves@gmail.com,147,0,1,2,IT,clg
Walter,Carmichael,walter.carmichael@gmail.com,113,0,1,2,--,clg
Brian,Smith,brian.smith@gmail.com,198,0,1,2,--,clg
Andy,Johnson,andy.johnson@gmail.com,124,0,1,2,Mechanical,clg
Samuel,Lopze,samuel.lopze@gmail.com,159,0,1,2,--,clg
Eleanor,Wall,eleanor.wall@gmail.com,166,0,1,2,--,clg
George,Carpenter,george.carpenter@gmail.com,150,0,1,2,--,clg
Patricia,Berry,patricia.berry@gmail.com,109,0,1,2,IT,clg
Lucas,Peters,lucas.peters@gmail.com,179,0,1,2,Computer,clg
Merlene,Gregory,merlene.gregory@gmail.com,78,0,1,2,Mechanical,clg
Helen,Huppert,helen.huppert@gmail.com,107,0,1,2,--,clg
Timothy,Masri,timothy.masri@gmail.com,117,0,1,2,Computer,clg
Russell,Farley,russell.farley@gmail.com,126,0,1,2,--,clg
Nicole,Morgan,nicole.morgan@gmail.com,151,0,1,2,Computer,clg
Gary,Bunch,gary.bunch@gmail.com,88,0,1,2,--,clg
Erik,Fields,erik.fields@gmail.com,194,0,1,2,--,clg
Joseph,Shah,joseph.shah@gmail.com,162,0,1,2,--,clg
Jimmy,Colbert,jimmy.colbert@gmail.com,184,0,1,2,Computer,clg
Linda,Kio,linda.kio@gmail.com,159,0,1,2,--,clg
Peter,Pogue,peter.pogue@gmail.com,195,0,1,2,Computer,clg
Cheryl,George,cheryl.george@gmail.com,85,0,1,2,Mechanical,clg
Antoinette,Studdard,antoinette.studdard@gmail.com,54,0,1,2,Mechanical,clg
Jeffrey,Avans,jeffrey.avans@gmail.com,148,0,1,2,Computer,clg
Margarita,Pals,margarita.pals@gmail.com,199,0,1,2,Computer,clg
Bonnie,Davis,bonnie.davis@gmail.com,119,0,1,2,Mechanical,clg
Monica,Johannes,monica.johannes@gmail.com,110,0,1,2,Mechanical,clg
Marie,Houghton,marie.houghton@gmail.com,169,0,1,2,--,clg
Randy,Hoener,randy.hoener@gmail.com,158,0,1,2,--,clg
Linda,Nielsen,linda.nielsen@gmail.com,117,0,1,2,--,clg
Paul,Haas,paul.haas@gmail.com,130,0,1,2,IT,clg
Priscilla,Watson,priscilla.watson@gmail.com,184,0,1,2,Computer,clg
Thomas,Obenshain,thomas.obenshain@gmail.com,139,0,1,2,--,clg
Pattie,Race,pattie.race@gmail.com,122,0,1,2,Mechanical,clg
Damion,Worthy,damion.worthy@gmail.com,143,0,1,2,IT,clg
Delores,Strahl,delores.strahl@gmail.com,104,0,1,2,--,clg
Gerard,Bowman,gerard.bowman@gmail.com,52,0,1,2,Mechanical,clg
George,Terry,george.terry@gmail.com,105,0,1,2,--,clg
David,Wyche,david.wyche@gmail.com,173,0,1,2,--,clg
Philip,Moore,philip.moore@gmail.com,195,0,1,2,Computer,clg
Lavonne,Bethke,lavonne.bethke@gmail.com,66,0,1,2,Mechanical,clg
Cindy,Rutledge,cindy.rutledge@gmail.com,160,0,1,2,Computer,clg
Doreen,Scott,doreen.scott@gmail.com,50,0,1,2,Mechanical,clg
Robert,Schmiedeskamp,robert.schmiedeskamp@gmail.com,52,0,1,2,Computer,clg
Betty,Sermersheim,betty.sermersheim@gmail.com,109,0,1,2,IT,clg
Ronald,Thomas,ronald.thomas@gmail.com,187,0,1,2,--,clg
Susan,Toole,susan.toole@gmail.com,63,0,1,2,Computer,clg
Jana,Scrabeck,jana.scrabeck@gmail.com,193,0,1,2,Computer,clg
Larry,Foley,larry.foley@gmail.com,64,0,1,2,--,clg
Miriam,Condo,miriam.condo@gmail.com,154,0,1,2,Computer,clg
Russell,Berry,russell.berry@gmail.com,89,0,1,2,Computer,clg
Gloria,Varnado,gloria.varnado@gmail.com,75,0,1,2,Computer,clg
James,Ostrom,james.ostrom@gmail.com,115,0,1,2,--,clg
Caitlin,Carrington,caitlin.carrington@gmail.com,131,0,1,2,IT,clg
Andrew,Kloc,andrew.kloc@gmail.com,68,0,1,2,Mechanical,clg
Alan,Wiley,alan.wiley@gmail.com,193,0,1,2,--,clg
David,Haaby,david.haaby@gmail.com,91,0,1,2,--,clg
Santiago,Rhoads,santiago.rhoads@gmail.com,118,0,1,2,Mechanical,clg
Andrew,Bruce,andrew.bruce@gmail.com,90,0,1,2,--,clg
Evangeline,Frankel,evangeline.frankel@gmail.com,134,0,1,2,IT,clg
Lissette,Soderquist,lissette.soderquist@gmail.com,64,0,1,2,Mechanical,clg
Jamaal,Stephens,jamaal.stephens@gmail.com,177,0,1,2,Computer,clg
Janet,Ocampo,janet.ocampo@gmail.com,121,0,1,2,Mechanical,clg
James,Campbell,james.campbell@gmail.com,112,0,1,2,--,clg
Karen,Buehler,karen.buehler@gmail.com,52,0,1,2,IT,clg
Emily,Weideman,emily.weideman@gmail.com,112,0,1,2,--,clg
Stephen,Heep,stephen.heep@gmail.com,144,0,1,2,IT,clg
Fred,Marin,fred.marin@gmail.com,140,0,1,2,IT,clg
David,Whigham,david.whigham@gmail.com,178,0,1,2,--,clg
Owen,Jordan,owen.jordan@gmail.com,82,0,1,2,Mechanical,clg
James,Mark,james.mark@gmail.com,61,0,1,2,--,clg
Judith,Mcknight,judith.mcknight@gmail.com,185,0,1,2,--,clg
James,Hayslip,james.hayslip@gmail.com,174,0,1,2,--,clg
William,Ott,william.ott@gmail.com,164,0,1,2,--,clg
Anne,Rhodes,anne.rhodes@gmail.com,113,0,1,2,Mechanical,clg
Caroline,Nittler,caroline.nittler@gmail.com,76,0,1,2,Mechanical,clg
Marvin,Wagner,marvin.wagner@gmail.com,87,0,1,2,Mechanical,clg
Nichole,Aldrich,nichole.aldrich@gmail.com,156,0,1,2,Computer,clg
Mary,Profitt,mary.profitt@gmail.com,173,0,1,2,--,clg
Maria,Mcclung,maria.mcclung@gmail.com,144,0,1,2,--,clg
Roger,Morehead,roger.morehead@gmail.com,141,0,1,2,IT,clg
Ricky,Mason,ricky.mason@gmail.com,151,0,1,2,Computer,clg
Emma,Bowman,emma.bowman@gmail.com,61,0,1,2,Mechanical,clg
Juan,Bremer,juan.bremer@gmail.com,129,0,1,2,IT,clg
Matthew,Rosasco,matthew.rosasco@gmail.com,119,0,1,2,--,clg
Arthur,Mendez,arthur.mendez@gmail.com,141,0,1,2,IT,clg
Eric,Shaffer,eric.shaffer@gmail.com,98,0,1,2,Mechanical,clg
Katie,Chavez,katie.chavez@gmail.com,178,0,1,2,Computer,clg
Christopher,Partington,christopher.partington@gmail.com,139,0,1,2,--,clg
Delbert,Balas,delbert.balas@gmail.com,142,0,1,2,--,clg
Orlando,Hoisington,orlando.hoisington@gmail.com,200,0,1,2,Computer,clg
Charles,Pruett,charles.pruett@gmail.com,82,0,1,2,IT,clg
Susan,Guidry,susan.guidry@gmail.com,156,0,1,2,--,clg
Sharon,Shick,sharon.shick@gmail.com,156,0,1,2,Computer,clg
Amelia,Brown,amelia.brown@gmail.com,80,0,1,2,Mechanical,clg
Samruddhi,Deode,--,0,-1,-1,-1,--,samruddhi
